date,gpu architecture,percentage
2018-09-01,Generation 6.0,0.012799999999999999
2018-09-01,Generation 7.0,0.0161
2018-09-01,Generation 7.5,0.0172
2018-09-01,Generation 9.0,0.0103
2018-09-01,Generation 8.0,0.0057
2018-09-01,Generation 9.5,0.014100000000000001
2018-09-01,Generation 5.75,0.0017
2018-09-01,Tesla 2.0,0.0035
2018-09-01,Maxwell,0.0561
2018-09-01,Kepler 2.0,0.0049
2018-09-01,Tesla,0.0034
2018-09-01,Fermi,0.0044
2018-09-01,Kepler,0.0402
2018-09-01,Pascal,0.38760000000000006
2018-09-01,Fermi 2.0,0.0036
2018-09-01,Maxwell 2.0,0.11279999999999998
2018-10-01,TeraScale 2,0.0066
2018-10-01,GCN 1.0,0.0208
2018-10-01,TeraScale 3,0.0074
2018-10-01,Unknown,0.2441
2018-10-01,GCN 3.0,0.0032
2018-10-01,GCN 2.0,0.0025
2018-10-01,GCN 4.0,0.022600000000000002
2018-10-01,Generation 6.0,0.011899999999999999
2018-10-01,Generation 7.0,0.015
2018-10-01,Generation 7.5,0.016
2018-10-01,Generation 9.0,0.0099
2018-10-01,Generation 8.0,0.0052
2018-10-01,Generation 9.5,0.013699999999999999
2018-10-01,Generation 5.75,0.0017
2018-10-01,Tesla 2.0,0.0032
2018-10-01,Maxwell,0.048600000000000004
2018-10-01,Kepler 2.0,0.0045
2018-10-01,Tesla,0.0031000000000000003
2018-10-01,Fermi,0.0042
2018-10-01,Pascal,0.41639999999999994
2018-10-01,Fermi 2.0,0.0035
2018-10-01,Kepler,0.03289999999999999
2018-10-01,Maxwell 2.0,0.1031
2018-11-01,TeraScale 2,0.0068
2018-11-01,GCN 1.0,0.0218
2018-11-01,TeraScale 3,0.0078
2018-11-01,Unknown,0.2369
2018-11-01,GCN 3.0,0.0034
2018-11-01,GCN 2.0,0.0027
2018-11-01,GCN 4.0,0.023299999999999998
2018-11-01,Generation 6.0,0.0132
2018-11-01,Generation 7.0,0.0165
2018-11-01,Generation 7.5,0.017
2018-11-01,Generation 9.0,0.0106
2018-11-01,Generation 8.0,0.0058
2018-11-01,Generation 9.5,0.017
2018-11-01,Generation 5.75,0.0019
2018-11-01,Tesla 2.0,0.0034
2018-11-01,Maxwell,0.0562
2018-11-01,Kepler 2.0,0.0051
2018-11-01,Tesla,0.0034000000000000002
2018-11-01,Fermi,0.006500000000000001
2018-11-01,Kepler,0.0386
2018-11-01,Pascal,0.3944
2018-11-01,Fermi 2.0,0.0039
2018-11-01,Maxwell 2.0,0.1037
2018-12-01,TeraScale 2,0.0071
2018-12-01,GCN 1.0,0.0212
2018-12-01,TeraScale 3,0.0078
2018-12-01,Unknown,0.2369
2018-12-01,GCN 3.0,0.0035
2018-12-01,GCN 2.0,0.0026
2018-12-01,GCN 4.0,0.025100000000000004
2018-12-01,Generation 6.0,0.0137
2018-12-01,Generation 7.0,0.0168
2018-12-01,Generation 7.5,0.0173
2018-12-01,Generation 9.0,0.0107
2018-12-01,Generation 8.0,0.0059
2018-12-01,Generation 9.5,0.0174
2018-12-01,Generation 5.75,0.002
2018-12-01,Tesla 2.0,0.0035
2018-12-01,Maxwell,0.05310000000000001
2018-12-01,Kepler 2.0,0.0052
2018-12-01,Tesla,0.0034
2018-12-01,Fermi,0.006500000000000001
2018-12-01,Pascal,0.4008
2018-12-01,Fermi 2.0,0.0038
2018-12-01,Kepler,0.0323
2018-12-01,Maxwell 2.0,0.09939999999999999
2018-12-01,Turing,0.0039
2019-01-01,TeraScale 2,0.0070999999999999995
2019-01-01,GCN 1.0,0.0202
2019-01-01,TeraScale 3,0.0074
2019-01-01,Unknown,0.23700000000000004
2019-01-01,GCN 3.0,0.0032
2019-01-01,GCN 2.0,0.0025
2019-01-01,GCN 4.0,0.0276
2019-01-01,GCN 5.0,0.0016
2019-01-01,Generation 6.0,0.0131
2019-01-01,Generation 7.0,0.0168
2019-01-01,Generation 7.5,0.0171
2019-01-01,Generation 9.0,0.0106
2019-01-01,Generation 8.0,0.0058
2019-01-01,Generation 9.5,0.020000000000000004
2019-01-01,Generation 5.75,0.0018
2019-01-01,Tesla 2.0,0.0032
2019-01-01,Maxwell,0.0529
2019-01-01,Kepler 2.0,0.005
2019-01-01,Tesla,0.0034999999999999996
2019-01-01,Fermi,0.0063
2019-01-01,Pascal,0.3986
2019-01-01,Fermi 2.0,0.0038
2019-01-01,Kepler,0.0312
2019-01-01,Maxwell 2.0,0.0955
2019-01-01,Turing,0.007899999999999999
2019-02-01,TeraScale 2,0.005
2019-02-01,GCN 1.0,0.0194
2019-02-01,TeraScale 3,0.006500000000000001
2019-02-01,Unknown,0.23170000000000002
2019-02-01,GCN 3.0,0.0031
2019-02-01,GCN 2.0,0.0024
2019-02-01,GCN 4.0,0.028700000000000003
2019-02-01,GCN 5.0,0.0019
2019-02-01,Generation 6.0,0.012199999999999999
2019-02-01,Generation 7.0,0.0153
2019-02-01,Generation 7.5,0.016300000000000002
2019-02-01,Generation 9.0,0.009899999999999999
2019-02-01,Generation 8.0,0.0053
2019-02-01,Generation 9.5,0.0186
2019-02-01,Generation 5.75,0.0017
2019-02-01,Tesla 2.0,0.0028
2019-02-01,Maxwell,0.0508
2019-02-01,Kepler 2.0,0.0047
2019-02-01,Tesla,0.0031000000000000003
2019-02-01,Fermi,0.0046
2019-02-01,Pascal,0.4166
2019-02-01,Fermi 2.0,0.0038
2019-02-01,Kepler,0.028499999999999998
2019-02-01,Maxwell 2.0,0.09579999999999998
2019-02-01,Turing,0.0111
2019-03-01,TeraScale 2,0.0048000000000000004
2019-03-01,GCN 1.0,0.0186
2019-03-01,TeraScale 3,0.0063
2019-03-01,Unknown,0.22749999999999998
2019-03-01,GCN 3.0,0.0031
2019-03-01,GCN 2.0,0.0024
2019-03-01,GCN 4.0,0.0315
2019-03-01,GCN 5.0,0.0022
2019-03-01,Generation 6.0,0.0124
2019-03-01,Generation 7.0,0.0156
2019-03-01,Generation 7.5,0.016300000000000002
2019-03-01,Generation 9.0,0.0103
2019-03-01,Generation 8.0,0.0055
2019-03-01,Generation 9.5,0.019700000000000002
2019-03-01,Generation 5.75,0.0017
2019-03-01,Tesla 2.0,0.0027
2019-03-01,Maxwell,0.0498
2019-03-01,Kepler 2.0,0.0048
2019-03-01,Tesla,0.0031000000000000003
2019-03-01,Fermi,0.0060999999999999995
2019-03-01,Pascal,0.4162
2019-03-01,Fermi 2.0,0.0036
2019-03-01,Kepler,0.027
2019-03-01,Maxwell 2.0,0.092
2019-03-01,Turing,0.016800000000000002
2019-04-01,TeraScale 2,0.0031000000000000003
2019-04-01,GCN 1.0,0.017699999999999997
2019-04-01,TeraScale 3,0.0072
2019-04-01,Unknown,0.2277
2019-04-01,GCN 3.0,0.0029
2019-04-01,GCN 2.0,0.0023
2019-04-01,GCN 4.0,0.0339
2019-04-01,GCN 5.0,0.0048
2019-04-01,Generation 6.0,0.011
2019-04-01,Generation 7.0,0.0142
2019-04-01,Generation 7.5,0.015
2019-04-01,Generation 9.0,0.0096
2019-04-01,Generation 8.0,0.0051
2019-04-01,Generation 9.5,0.0196
2019-04-01,Tesla 2.0,0.0026
2019-04-01,Maxwell,0.047299999999999995
2019-04-01,Kepler 2.0,0.0044
2019-04-01,Fermi,0.004200000000000001
2019-04-01,Pascal,0.42549999999999993
2019-04-01,Turing 16,0.0016
2019-04-01,Fermi 2.0,0.0035
2019-04-01,Kepler,0.025500000000000002
2019-04-01,Maxwell 2.0,0.0882
2019-04-01,Turing,0.0229
